,PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost_pu,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,CHPMaxHeat,Nunits
NL_STUR_BIO,165.3777473,NL_STUR_BIO,NL,STUR,BIO,0.46,4,6,0.02,0.02,120,12.5,1.3,0.35,0.35,1,0,back-pressure,1,0,,,,,165.3777473,2
NL_COMC_GAS,411.2053825,NL_COMC_GAS,NL,COMC,GAS,0.57,2,4,0.03,0.03,55,0,0,0.36,0.57,1,0.42,,,,,,,,,38
NL_GTUR_GAS,63.45855152,NL_GTUR_GAS,NL,GTUR,GAS,0.425,0,0,0.166666667,0.166666667,0,0,0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,51
NL_STUR_GAS,110.1086316,NL_STUR_GAS,NL,STUR,GAS,0.38,0,0,0.02,0.02,0,0,0,0.4,0.38,0,0,,,,,,,,,8
NL_STUR_HRD,707.25,NL_STUR_HRD,NL,STUR,HRD,0.46,8,8,0.017777778,0.017777778,65,0,0,0.3,0.46,2,0.81,,,,,,,,,8
NL_PHOT_SUN,2039,NL_PHOT_SUN,NL,PHOT,SUN,1,0,0,0.02,0.02,0,0,0,0,1,0,0,,,,,,,,,1
NL_WTOF_WIN,638,NL_WTOF_WIN,NL,WTOF,WIN,1,0,0,0.02,0.02,0,0,0,0,1,0,0,,,,,,,,,1
NL_WTON_WIN,3479,NL_WTON_WIN,NL,WTON,WIN,1,0,0,0.02,0.02,0,0,0,0,1,0,0,,,,,,,,,1
NL_STUR_WST,46.63118046,NL_STUR_WST,NL,STUR,WST,0.2,0,0,0.02,0.02,0,0,0,0,0.2,0,0,,,,,,,,,11
